"","Date","Year","Country","Area","Location"
"3792","Late Aug-1962",1962,"ITALY","Tyrrhenian Sea","Circeo, Secca del Faro"
"3793","Aug-1962",1962,"SENEGAL","Cap Vert Peninsula",""
"3794","28-Jul-1962",1962,"USA","South Carolina","Off Hilton Head, Beaufort County "
"3795","20-Jul-1962",1962,"MADAGASCAR","","Onboard tuna boat, M.V. Toscui Maru"
"3796","19-Jul-1962",1962,"USA","California","30 miles south of San Clemente Island"
"3797","10-Jul-1962",1962,"USA","Georgia","St. Simons Island or Jeykll Island, Glynn County"
"3798","07-Jul-1962",1962,"USA","Georgia","Jekyll Island, Glynn County"
"3799","Reported 03-Jul-1962",1962,"GREECE","Cyclades","Near Mykonos Island"
"3800","25-Jun-1962",1962,"USA","Florida","Fernandina Beach, Nassau County"
"3801","21-Jun-1962",1962,"SOUTH AFRICA","Western Cape Province","Millers Point, False Bay"
"3802","17-Jun-1962",1962,"USA","Florida","New Smyrna Beach, Volusia County"
"3803","11-Jun-1962",1962,"USA","California","San Francisco Bay"
"3804","11-Jun-1962",1962,"USA","California","San Francisco Bay"
"3805","11-Jun-1962",1962,"USA","California","San Francisco Bay"
"3806","10-Jun-1962",1962,"PAPUA NEW GUINEA","Madang Province","Mouth of Suareng River, a mile from Taludig"
"3807","10-Jun-1962",1962,"USA","South Carolina","Hilton Head, Beaufort County"
"3808","07-Jun-1962",1962,"AUSTRALIA","Western Australia","Emu Point"
"3809","04-Jun-1962",1962,"USA","California","12' tank at Steinhart Aquarium, San Francisco"
"3810","03-Jun-1962",1962,"USA","Florida","Riviera Beach, near Palm Beach Inlet, Palm Beach County"
"3811","29-May-1962",1962,"USA","Florida","Jupiter, Palm Beach County"
"3812","12-May-1962",1962,"USA","California","8 miles off Newport Beach, Orange County"
"3813","May 1962",1962,"FIJI","Viti Levu","Near Suva"
"3814","20-Apr-1962",1962,"AUSTRALIA","Queensland","Nobbys Beach"
"3815","09-Apr-1962",1962,"MOZAMBIQUE","Gaza","Xai Xai"
"3816","07-Apr-1962",1962,"SOUTH AFRICA","KwaZulu-Natal","Umhlali"
"3817","05-Apr-1962",1962,"SOUTH AFRICA","Eastern Cape Province","East London"
"3818","25-Mar-1962",1962,"NEW ZEALAND","Off the Coromandel Peninsula, North Island","Alderman Islands"
"3819","25-Mar-1962",1962,"AUSTRALIA","New South Wales","Norah Head"
"3820","24-Mar-1962",1962,"PAPUA NEW GUINEA","Madang","Matukar village "
"3821","23-Feb-1962",1962,"PAPUA NEW GUINEA","Central Province","Fisherman’s Island near Port Moresby"
"3822","18-Feb-1962",1962,"NEW ZEALAND","Southland","Long Beach"
"3823","15-Feb-1962",1962,"AUSTRALIA","Queensland","Between Smith’s Rock & Moreton Island"
"3824","07-Feb-1962",1962,"SOUTH AFRICA","KwaZulu-Natal","Winkelspruit"
"3825","05-Feb-1962",1962,"SOUTH AFRICA","KwaZulu-Natal","Winkelspruit"
"3826","04-Feb-1962",1962,"AUSTRALIA","Queensland","Greenmount Beach"
"3827","02-Feb-1962",1962,"NEW ZEALAND","North Island","South of New Plymouth"
"3828","Feb-1962",1962,"SOLOMON ISLANDS","Guadalcanal Province","North Coast, Guadalcanal Island"
"3829","27-Jan-1962",1962,"NEW ZEALAND","South Island","Oreti Beach"
"3830","26-Jan-1962",1962,"MOZAMBIQUE","Gaza","Praia Sepulveda"
"3831","21-Jan-1962",1962,"AUSTRALIA","New South Wales","Cronulla"
"3832","18-Jan-1962",1962,"SOUTH AFRICA","KwaZulu-Natal","Margate"
"3833","16-Jan-1962",1962,"NEW ZEALAND","South Island","Pigeon Bay, Canterbury"
"3834","15-Jan-1962",1962,"NEW ZEALAND","North Island","Slipper Island, Coromandel Peninsula"
"3835","14-Jan-1962",1962,"USA","California","Farallon Islands"
"3836","14-Jan-1962",1962,"AUSTRALIA","New South Wales","Long Reef, North Manly"
"3837","14-Jan-1962",1962,"AUSTRALIA","New South Wales","Lennox Head, Ballina"
"3838","11-Jan-1962",1962,"AUSTRALIA","South Australia","Marino"
"3839","11-Jan-1962",1962,"PAPUA NEW GUINEA","10ºS, 142ºE","Jukuataia Village"
"3840","11-Jan-1962",1962,"NEW ZEALAND","South Island","Fairdown Beach, 5 miles north of Westport"
"3841","10-Jan-1962",1962,"AUSTRALIA","South Australia","Ceduna"
"3842","08-Jan-1962",1962,"AUSTRALIA","New South Wales","Lake Illawarra"
"3843","07-Jan-1962",1962,"AUSTRALIA","Queensland","Dicky Beach"
"3844","07-Jan-1962",1962,"AUSTRALIA","New South Wales","Sydney"
"3845","06-Jan-1962",1962,"SOUTH AFRICA","Western Cape Province","6 km off Groot Brak River"
"3846","02-Jan-1962",1962,"AUSTRALIA","New South Wales","Seaspray, near Sale"
"3847","01-Jan-1962",1962,"MARSHALL ISLANDS","Kwajalein Atoll","Roi-namur Island"
"3848","1962",1962,"SPAIN","Catalonia","Aigua Blava"
"3849","Jan-Jun-1962",1962,"INDONESIA","East Flores","Waewerang"
"3850","Ca. 1962",1962,"AUSTRALIA","South Australia","Dangerous Reef"
"3851","28-Dec-1961",1961,"AUSTRALIA","Queensland","Lambert's Beach, Mackay"
"3852","28-Dec-1961",1961,"AUSTRALIA","Queensland","Lambert’s Beach, Mackay"
"3853","28-Dec-1961",1961,"SOUTH AFRICA","KwaZulu-Natal","Umhlanga Rocks"
"3854","27-Dec-1961",1961,"AUSTRALIA","Western Australia","North of main swimming area in Waterman's Bay Beach, Perth"
"3855","19-Dec-1961",1961,"AUSTRALIA","South Australia","Cowell"
"3856","18-Dec-1961",1961,"MOZAMBIQUE","Gaza","Praia Sepulveda"
"3857","18-Dec-1961",1961,"AUSTRALIA","Queensland","Noosa Heads"
"3858","13-Dec-1961",1961,"AUSTRALIA","Torres Strait","Horn Island, near Thursday Island"
"3859","14-Nov-1961",1961,"MEXICO","Guerrrero","Northwest of Acapulco"
"3860","17-Oct-1961",1961,"PHILIPPINES","Western Luzon Island","Manila Bay"
"3861","09-Oct-1961",1961,"USA","Florida","Ocean Ridge, Boca Raton, Palm Beach County"
"3862","Oct-1961",1961,"VANUATU","Shefa Province"," Lelepa Island"
"3863","Oct-1961",1961,"USA","Florida","Boca Raton, Palm Beach County"
"3864","26-Sep-1961",1961,"USA","Florida","Florida Keys, Monroe County"
"3865","24-Sep-1961",1961,"CROATIA","Primorje-Gorski Kotar County ","Opatija, northwestern coast of Rijeka Bay"
"3866","24-Sep-1961",1961,"TANZANIA","","Near entrance to Dar-es-Salaam Harbour"
"3867","23-Sep-1961",1961,"MID ATLANTIC OCEAN","165  miles from Bermuda",""
"3868","07-Sep-1961",1961,"PERSIAN GULF","25 km off the coast of Iran & 483km from mouth of Persian Gulf","Khark Island"
"3869","Reported 06-Sep-1961",1961,"ITALY","Venice Province"," Chioggia"
"3870","06-Sep-1961",1961,"AUSTRALIA","Western Australia","Broome"
"3871","20-Aug-1961",1961,"USA","California","Portuguese Beach at mouth of Salmon Creek, Sonoma County"
"3872","16-Aug-1961",1961,"USA","South Carolina","Pawley’s Island, Georgetown County"
"3873","04-Aug-1961",1961,"BERMUDA","","6 miles from shore"
"3874","02-Aug-1961",1961,"USA","Hawaii","Pearl Harbor Channel, O'ahu"
"3875","01-Aug-1961",1961,"PAPUA NEW GUINEA","Sandaun Province","Vanimo  on Musu side of Wutong anchorage"
"3876","29-Jul-1961",1961,"USA","New York","Whitewood Point on Lloyd Neck in Oyster Bay"
"3877","16-Jul-1961",1971,"TURKEY","Anatolia","?nciralti Beach, ?zmir "
"3878","07-Jul-1961",1961,"AUSTRALIA","Queensland","Cape Moreton"
"3879","Jul-1961",1961,"ITALY","Adriatic Sea","Riccione"
"3880","Jul-1961",1961,"PANAMA","","Jarque, just south of Pi?as Bay"
"3881","24-Jun-1961",1961,"USA","Florida","500 yards from Fowey Rock Light, 9 miles east of Key Biscayne, Miami"
"3882","18-Jun-1961",1961,"USA","Florida","Jensen Beach, Martin County"
"3883","Reported 06-Jun-1961",1961,"USA","Florida","Ponte Vedra Beach, St. Johns County"
"3884","02-Jun-1961",1961,"NEW BRITAIN","East New Britain Province","Rabaul"
"3885","01-Jun-1961",1961,"PAPUA NEW GUINEA","Admiralty Islands, Manus Province","Rossun, Manus"
"3886","21-May-1961",1961,"USA","California","Tomales Point, Marin County"
"3887","17-May-1961",1961,"NEW BRITAIN","East New Britain Province","Kokopo"
"3888","15-May-1961",1961,"USA","Florida","Laguna Beach, Bay County"
"3889","07-May-1961",1961,"AUSTRALIA","Western Australia","Quinn’s Rocks, south of Yanchep"
"3890","30-Apr-1961",1961,"USA","Florida","Palm Beach County"
"3891","25-Apr-1961",1961,"AUSTRALIA","New South Wales","Trial Bay, north of Kempsey"
"3892","21-Apr-1961",1961,"MOZAMBIQUE","Gaza","Sepulveda Beach, Xai Xai"
"3893","17-Apr-1961",1961,"SOUTH AFRICA","Eastern Cape Province","Port Elizabeth Oceanarium"
"3894","16-Apr-1961",1961,"USA","Florida","Fowey Rock Light, Miami"
"3895","16-Apr-1961",1961,"AUSTRALIA","New South Wales","Otford"
"3896","14-Apr-1961",1961,"AUSTRALIA","New South Wales","10 miles off Nambucca Heads  onboard trawler"
"3897","09-Apr-1961",1961,"MOZAMBIQUE","Gaza","Xai Xai"
"3898","08-Apr-1961",1961,"PERSIAN GULF","United Arab Emirates","Dubai"
"3899","03-Apr-1961",1961,"AUSTRALIA","Victoria","Flinders Island"
"3900","Apr-1961",1961,"AUSTRALIA","Western Australia","Rottnest Island"
"3901","30-Mar-1961",1961,"AUSTRALIA","South Australia","Glenelg Breakwater"
"3902","18-Mar-1961",1961,"AUSTRALIA","Victoria","Lady Beach at Warrnambool"
"3903","14-Mar-1961",1961,"AUSTRALIA","Western Australia","Shark Bay"
"3904","12-Mar-1961",1961,"AUSTRALIA","South Australia","Aldinga Beach"
"3905","09-Mar-1961",1961,"NORTH PACIFIC OCEAN","Wake Island (EnenKio)","Leeward side of island, directly in back of Mid-Pac barrel storage area"
"3906","07-Mar-1961",1961,"SOUTH AFRICA","KwaZulu-Natal","St. Lucia"
"3907","Mar-1961",1961,"FIJI","19S, 178?E","Wotua Beach, 70 miles from Suva"
"3908","17-Feb-1961",1961,"USA","Pennsylvania","Fairmount Park Aquarium, Philadelphia"
"3909","17-Feb-1961",1961,"AUSTRALIA","Victoria","Mount Martha Beach"
"3910","16-Feb-1961",1961,"JAMAICA","",""
"3911","12-Feb-1961",1961,"SOUTH AFRICA","Western Cape Province","Sea Point"
"3912","01-Feb-1961",1961,"SOUTH AFRICA","Eastern Cape Province","Nahoon"
"3913","01-Feb-1961",1961,"AUSTRALIA","Western Australia","Carnac Island"
"3914","Feb-1961",1961,"USA","California","Topanga Canyon Beach, Santa Monica Bay"
"3915","25-Jan-1961",1961,"SOUTH AFRICA","Western Cape Province","Frikkies Bay"
"3916","22-Jan-1961",1961,"SOUTH AFRICA","KwaZulu-Natal","Amanzimtoti"
"3917","15-Jan-1961",1961,"AUSTRALIA","New South Wales","Cook Island"
"3918","06-Jan-1961",1961,"SOUTH AFRICA","KwaZulu-Natal","Winkelspruit"
"3919","06-Jan-1961",1961,"ATLANTIC OCEAN","9.35N 79.35W","East of La Grande Island, North of Panama Canal"
"3920","06-Jan-1961",1961,"AUSTRALIA","Northern Territory","Stokes Hill Wharf, Darwin"
"3921","05-Jan-1961",1961,"MOZAMBIQUE","Limpopo River","190 km to 240 km from the sea"
"3922","03-Jan-1961",1961,"SOUTH AFRICA","Western Cape Province","Strandfontein"
"3923","03-Jan-1961",1961,"SOUTH AFRICA","KwaZulu-Natal","Palm Beach"
"3924","Reported 02-Jan-1961",1961,"AUSTRALIA","Tasmania","Off Tasman Island"
"3925","1961",1961,"AUSTRALIA","New South Wales","South coast"
"3926","01-Jan-1961",1961,"COLUMBIA","Roncador Bank","Roncador Bank, 135 nm north of San Andres "
"3927","1961",1961,"NEW CALEDONIA","",""
"3928","1961",1961,"SENEGAL","Cap Vert Peninsula","Thiaroye Guedi"
"3929","1961",1961,"USA","Hawaii","Maui"
"3930","27-Dec-1960",1960,"USA","Hawaii","Maile Point, O'ahu"
"3931","27-Dec-1960",1960,"AUSTRALIA","New South Wales","Bondi Beach, Sydney"
"3932","24-Dec-1960",1960,"SOUTH AFRICA","KwaZulu-Natal","Margate"
"3933","20-Dec-1960",1960,"AUSTRALIA","Queensland","College’s Crossing, 54 miles above mouth of the Brisbane River"
"3934","01-Dec-1960",1960,"AUSTRALIA","Queensland","Colledge's Crossing, Brisbane River"
"3935","27-Nov-1960",1960,"AUSTRALIA","Queensland","Black’s Beach, 9 miles north of Mackay"
"3936","22-Nov-1960",1960,"USA","Florida","Hutchinson Island Beach, Martin County"
"3937","11-Nov-1960",1960,"AUSTRALIA","Queensland","Scott’s Point, Redcliffe Peninsula"
"3938","06-Nov-1960",1960,"AUSTRALIA","Western Australia","Hamelin Bay"
"3939","Nov-1960",1960,"SOUTH AFRICA","Western Cape Province","5 km from Gordon’s Bay, False Bay"
"3940","Nov-1960",1960,"NEW GUINEA","Western District","Toro Passage"
"3941","Nov-1960",1960,"PAPUA NEW GUINEA","Central Province","Abau Subdistrict"
"3942","25-Oct-1960",1960,"USA","California","Off Point Mugu, Ventura County"
"3943","24-Oct-1960",1960,"SOUTH AFRICA","Western Cape Province","Jacobs Bay Reef, Saldanha Bay"
"3944","01-Oct-1960",1960,"AUSTRALIA","New South Wales","North Head"
"3945","Oct-1960",1960,"PAPUA NEW GUINEA","New Britain","East Nakanai, Talasea"
"3946","Oct-1960",1960,"RED SEA / INDIAN OCEAN","Enroute from Suez to Aden (Yemen)",""
"3947","Oct-1960",1960,"USA","Florida","Haulover Inlet"
"3948","Oct-1960",1960,"SOUTH AFRICA","Western Cape Province","False Bay"
"3949","Oct-1960",1960,"JOHNSTON ISLAND","",""
"3950","24-Sep-1960",1960,"USA","South Carolina","Atlantic Beach, Horry County"
"3951","22-Sep-1960",1960,"PACIFIC OCEAN","180 miles southeast of Okinawa",""
"3952","18-Sep-1960",1960,"AUSTRALIA","Western Australia","Frenchman Bay"
"3953","02-Sep-1960",1960,"MARSHALL ISLANDS","Eniwetok Atoll","Lagoon along Sand Island"
"3954","01-Sep-1960",1960,"MARSHALL ISLANDS","Eniwetok Atoll","Parry Island"
"3955","30-Aug-1960",1960,"USA","New Jersey","Ocean City, Cape May County"
"3956","29-Aug-1960",1960,"SENEGAL","Cap-Vert Peninsula","off Dakar"
"3957","25-Aug-1960",1960,"USA","Texas","30 miles east of Corpus Christi"
"3958","24-Aug-1960",1960,"USA","Connecticut","Off Eames Monument, Bridgeport, Fairfield County"
"3959","Reported 22-Aug-1960",1960,"PAPUA NEW GUINEA","Milne Bay Province",""
"3960","22-Aug-1960",1960,"USA","New Jersey","Seaside Park, Ocean County"
"3961","21-Aug-1960",1960,"USA","New Jersey","Sea Girt, Monmouth County"
"3962","14-Aug-1960",1960,"MOZAMBIQUE","Delagoa Bay","Bella Vista"
"3963","10-Aug-1960",1960,"USA","Florida","Key Largo Sound"
"3964","04-Aug-1960",1960,"ENGLAND","In the English Channel ","Off the south Devon coast"
"3965","04-Aug-1960",1960,"USA","Delaware","Mispillion Light, Delaware Bay"
"3966","Aug-1960",1960,"USA","South Carolina","Parris Island"
"3967","27-Jul-1960",1960,"PAPUA NEW GUINEA","Milne Bay Province","Taupota, Samarai "
"3968","05-Jul-1960",1960,"USA","Mississippi","Mississippi City"
"3969","03-Jul-1960",1960,"USA","Virginia","Hog Island"
"3970","02-Jul-1960",1960,"PAPUA NEW GUINEA","Madang","Bimat, Bogia"
"3971","29-Jun-1960",1960,"USA","South Carolina","Little River Beach, Horry County"
"3972","27-Jun-1960",1960,"NEW ZEALAND","Cook Strait","Tory Channel"
"3973","27-Jun-1960",1960,"NORTH SEA","Unknown, treated at Wick, SCOTLAND","On board  East German fishing trawler, I Mai"
"3974","24-Jun-1960",1960,"USA","Florida","2 miles east of Dania Beach, Broward County"
"3975","07-Jun-1960",1960,"USA","California","10 miles off Santa Barbara, Santa Barbara County"
"3976","05-Jun-1960",1960,"PHILIPPINES","Corregidor Island",""
"3977","04-Jun-1960",1960,"USA","Georgia","North picnic area, Jekyll Island, Glynn County"
"3978","29-May-1960",1960,"PANAMA","San Blas Islands","Off Diable Island"
"3979","24-May-1960",1960,"BERMUDA","Paget","Elbow Beach /  Coral Beach"
"3980","19-May-1960",1960,"USA","California","Aptos, Santa Cruz County"
"3981","16-May-1960",1960,"USA","Florida","Lignum Vitae Channel, Florida Keys, Monroe County"
"3982","01-May-1960",1960,"PAPUA NEW GUINEA","Madang","Taludig"
"3983","30-Apr-1960",1960,"SOUTH AFRICA","KwaZulu-Natal","Amanzimtoti"
"3984","24-Apr-1960",1960,"USA","California","Tomales Point, Marin County"
"3985","22-Apr-1960",1960,"AUSTRALIA","Western Australia","Rottnest Island"
"3986","Reported 20-Apr-1960",1960,"SOUTH AFRICA","Eastern Cape Province","Port Alfred"
"3987","14-Apr-1960",1960,"BERMUDA","33N, 68W","Royal Canadian Navy CS2F-1 aircraft ditched in the sea 180 nautical miles WNW of Bermuda at 01h30"
"3988","12-Apr-1960",1960,"AUSTRALIA","New South Wales","Horseshoe Bay, near Kempsey"
"3989","10-Apr-1960",1960,"AUSTRALIA","Western Australia","Off Rottnest Island"
"3990","03-Apr-1960",1960,"AUSTRALIA","Victoria","Canadian Bay near Mount Eliza, 30 miles from Melbourne"
"3991","03-Apr-1960",1960,"AUSTRALIA","New South Wales","Off Broughton Island near Port Stephens"
"3992","01-Apr-1960",1960,"AUSTRALIA","South Australia","Hog Bay"
"3993","Apr-1960",1960,"FIJI","Vanua Levu","Off the Bua coast"
"3994","Apr-1960",1960,"PHILIPPINES","Luzon Island","Bataan"
"3995","Apr-1960",1960,"SOUTH AFRICA","Western Cape Province","Saldanha Bay"
"3996","31-Mar-1960",1960,"USA","Florida","Off Boca Raton Hotel & Club, Boca Raton, Palm Beach County"
"3997","28-Mar-1960",1960,"GUAM","",""
"3998","29-Feb-1960",1960,"AUSTRALIA","Tasmania","Ralph Bay"
"3999","27-Feb-1960",1960,"NEW ZEALAND","North Island","Mangawhai, near Wellsford"
"4000","27-Feb-1960",1960,"USA","Hawaii","Between Keawakapu & Makena, Maui"
"4001","24-Feb-1960",1960,"SENEGAL","Casamance","Ziguinchor"
"4002","19-Feb-1960",1960,"PAPUA NEW GUINEA","Central Province","Tupuselei Village, about 40 miles east of Port Moresby"
"4003","10-Feb-1960",1960,"AUSTRALIA","New South Wales","Near Bondi Beach"
"4004","07-Feb-1960",1960,"AUSTRALIA","New South Wales","Wattamolla National Park"
"4005","03-Feb-1960",1960,"USA","Hawaii","Maui"
"4006","30-Jan-1960",1960,"PAPUA NEW GUINEA","Madang (WO)","Off Taludig Village, at mouth of the Murnass River"
"4007","21-Jan-1960",1960,"AUSTRALIA","South Australia","Millicent"
"4008","16-Jan-1960",1960,"AUSTRALIA","New South Wales","Just below Roseville Bridge, opposite Killarney picnic reserve, Middle Harbor, Sydney"
"4009","13-Jan-1960",1960,"AUSTRALIA","Western Australia","Geraldton"
"4010","07-Jan-1960",1960,"AUSTRALIA","Tasmania","Eaglehawk Neck"
"4011","01-Jan-1960",1960,"SOUTH AFRICA","Western Cape Province","Muizenberg"
"4012","1960",1960,"NICARAGUA ","Pacific coast","San Jan del Sur"
"4013","1960",1960,"GRENADA","St. Georges ","Black Point Bay"
"4014","Early summer 1960",1960,"CARIBBEAN SEA","","Between Key West, Florida & Guantanamo Bay, Cuba"
"4015","Late 1960s",1960,"SRI LANKA","Eastern  Province","Pigeon Island"
"4016","1960s",1960,"SRI LANKA","Eastern  Province","Manayaweli Cove, Trincomalee"
"4017","1960-1961",1960,"FIJI","Northwest of Viti Levu","Covull Reef, near Lautoka"
"4018","1960",1960,"PAPUA NEW GUINEA","Madang",""
"4019","1960",1960,"PAPUA NEW GUINEA","West New Britain Province","West Nakanai,  Talasea"
"4020","Ca. 1960",1960,"MOZAMBIQUE","Gaza","Xai Xai"
"4021","Ca. 1960",1960,"SOUTH AFRICA","Eastern Cape Province","Kei River Mouth"
"4022","29-Dec-1959",1959,"AUSTRALIA","Queensland","Scotts Point Beach "
"4023","28-Dec-1959",1959,"AUSTRALIA","New South Wales","Leichardt, Sydney"
"4024","26-Dec-1959",1959,"PAPUA NEW GUINEA","Rigo subdistrict","Kaparoka"
"4025","19-Dec-1959",1959,"AUSTRALIA","Queensland","Off Wynnum in Moreton Bay, near Brisbane"
"4026","19-Dec-1959",1959,"PHILIPPINES","Masbate","Balud"
"4027","11-Dec-1959",1959,"AUSTRALIA","Victoria","Altona, Melbourne"
"4028","07-Dec-1959",1959,"AUSTRALIA","South Australia","Laura Bay"
"4029","03-Dec-1959",1959,"NEW ZEALAND","North Island","Moko Hinau "
"4030","Dec-1959",1959,"MALDIVE ISLANDS","400 miles southeast of Sri Lanka",""
"4031","29-Nov-1959",1959,"AUSTRALIA","Victoria","Fairhaven Beach, Lorne"
"4032","28-Nov-1959",1959,"AUSTRALIA","Queensland","North Burleigh, near Brisbane"
"4033","22-Nov-1959",1959,"AUSTRALIA","Queensland","Surfer's Paradise, Northcliffe"
"4034","16-Nov-1959",1959,"USA","Louisiana","120 miles southeast of New Orleans"
"4035","15-Nov-1959",1959,"SOUTH AFRICA","Western Cape Province","Swartklip, False Bay"
"4036","Reported 12-Nov-1959",1959,"AUSTRALIA","South Australia","Near Port Vincent"
"4037","10-Nov-1959",1959,"USA","California","Near Paradise Cove, Malibu, Los Angeles County"
"4038","09-Nov-1959",1959,"AUSTRALIA","Western Australia"," Perth"
"4039","01-Nov-1959",1959,"PAPUA NEW GUINEA","New Britain","Rapindik Beach, Rabaul"
"4040","07-Oct-1959",1959,"MOZAMBIQUE","Maputo Province","Xefina Island, Bay of Maputo"
"4041","05-Oct-1959",1959,"PAPUA NEW GUINEA","Madang","Taludig"
"4042","04-Oct-1959",1959,"USA","California","Bodega Rock, Sonoma County"
"4043","02-Oct-1959",1959,"FIJI","Lomaiviti Province","Levuka, Ovalau Island"
"4044","Oct-1959",1959,"FIJI","Kadavu","Great Astrolabe Reef"
"4045","30-Sep-1959",1959,"PHILIPPINES","Leyte Island","Luang Dulag"
"4046","27-Sep-1959",1959,"BERMUDA","Hamilton","Astwood's Cove"
"4047","26-Sep-1959",1959,"USA","Florida","Off Port Everglades, Broward County"
"4048","26-Sep-1959",1959,"USA","South Carolina","Albergotti Creek, near Air Station boat docks, Beaufort"
"4049","Between 10 and 12-Sep-1959",1959,"USA","California","Between False Klamath & mouth of Klamath River, Del Norte County"
"4050","Reported 10-Sep-1959",1959,"INDIA","Orissa","Machhagan"
"4051","02-Sep-1959",1959,"USA","New York","Oak Beach, Fire Inlet"
"4052","Sep-1959",1959,"MEXICO","Guerrrero","Acapulco"
"4053","Reported 31-Aug-1959",1959,"AZORES","","Sao Miguel"
